代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
600604,市北高新,5.14,-8.38,-0.47,0.00,3.49,0.59,8.20,2.59亿,14.07亿,72.34亿,亏损
688228,开普云,49.19,-8.38,-4.50,-0.22,4.79,1.21,8.49,1.65亿,6751.82万,33.21亿,亏损
000504,南华生物,8.85,-8.38,-0.81,-0.23,2.94,2.32,7.35,8232.88万,3.11亿,27.49亿,亏损
301372,科净源,21.30,-8.39,-1.95,-0.05,6.50,0.72,9.33,5845.37万,4089.54万,8.71亿,亏损
300931,通用电梯,6.77,-8.39,-0.62,0.15,3.96,1.53,9.61,5431.82万,1.96亿,13.29亿,145.75
002898,赛隆药业,10.26,-8.39,-0.94,-0.29,6.18,1.38,9.82,6581.85万,1.01亿,10.39亿,亏损
600203,福日电子,10.69,-8.40,-0.98,0.00,11.50,0.59,11.05,7.62亿,5.93亿,63.39亿,亏损
300069,金利华电,13.95,-8.40,-1.28,-0.07,3.84,1.08,8.54,6466.64万,1.17亿,16.32亿,76.04
300839,博汇股份,6.97,-8.41,-0.64,0.14,2.25,1.26,10.78,3910.53万,2.40亿,16.74亿,亏损
300311,任子行,6.64,-8.41,-0.61,-0.30,7.14,1.08,8.14,2.63亿,5.37亿,35.68亿,亏损
002620,瑞和股份,3.70,-8.42,-0.34,0.00,9.59,1.56,11.88,1.18亿,3.15亿,11.66亿,亏损
300662,科锐国际,22.28,-8.43,-2.05,-0.22,5.96,1.93,9.12,2.67亿,1.96亿,43.73亿,24.32
002426,胜利精密,3.15,-8.43,-0.29,0.00,10.54,0.75,9.88,11.76亿,34.03亿,107.18亿,亏损
002337,赛象科技,4.99,-8.44,-0.46,-0.40,4.93,0.79,9.36,1.49亿,5.88亿,29.34亿,47.71
300050,世纪鼎利,6.18,-8.44,-0.57,-0.16,7.22,1.03,8.59,2.50亿,5.45亿,33.65亿,亏损
002115,三维通信,7.80,-8.45,-0.72,0.00,27.28,0.63,13.85,16.86亿,7.52亿,58.67亿,亏损
870199,倍益康,22.42,-8.45,-2.07,0.00,5.02,0.55,10.21,4368.33万,3720.15万,8.34亿,55.21
000619,海螺新材,6.28,-8.46,-0.58,-0.16,7.45,0.66,7.87,1.73亿,3.60亿,22.61亿,亏损
000698,沈阳化工,3.57,-8.46,-0.33,0.00,4.97,0.86,7.69,1.43亿,7.86亿,28.05亿,亏损
688716,中研股份,36.20,-8.47,-3.35,0.36,14.49,0.85,9.56,3.68亿,6760.08万,24.47亿,110.67
002313,日海智能,8.86,-8.47,-0.82,0.00,7.81,0.75,8.57,2.66亿,3.74亿,33.17亿,亏损
002512,达华智能,5.40,-8.47,-0.50,-0.37,11.43,0.73,10.17,6.73亿,10.48亿,56.62亿,1509.39
600439,瑞贝卡,3.56,-8.48,-0.33,-0.28,4.57,1.32,9.26,1.90亿,11.32亿,40.30亿,303.63
300624,万兴科技,67.20,-8.48,-6.23,-0.05,13.19,1.20,10.47,15.57亿,1.71亿,115.07亿,亏损
601999,出版传媒,6.58,-8.48,-0.61,0.00,3.60,0.64,9.04,1.34亿,5.51亿,36.25亿,62.20
002686,亿利达,5.50,-8.49,-0.51,-0.18,3.00,1.67,9.32,8900.02万,5.23亿,28.75亿,50.27
300766,每日互动,14.99,-8.49,-1.39,-0.20,8.22,1.10,8.67,4.50亿,3.56亿,53.32亿,694.78
002888,惠威科技,20.13,-8.50,-1.87,0.00,11.54,0.63,8.55,1.86亿,7689.13万,15.48亿,763.03
002581,未名医药,11.30,-8.50,-1.05,-0.27,3.52,3.16,9.96,1.65亿,4.01亿,45.29亿,382.27
603810,丰山集团,9.36,-8.50,-0.87,0.00,3.26,1.37,9.29,5195.12万,1.65亿,15.47亿,亏损
688306,均普智能,8.39,-8.51,-0.78,0.00,8.81,0.95,8.94,3.56亿,4.68亿,39.28亿,亏损
688178,万德斯,13.12,-8.51,-1.22,-0.15,1.45,0.94,9.07,1665.39万,8499.78万,11.15亿,176.20
688509,正元地信,4.30,-8.51,-0.40,-0.23,5.09,1.02,9.57,8647.82万,3.85亿,16.55亿,亏损
300365,恒华科技,6.45,-8.51,-0.60,0.00,5.87,1.29,9.08,1.89亿,4.84亿,31.20亿,312.44
300430,诚益通,16.65,-8.52,-1.55,-0.12,12.81,0.76,8.02,5.67亿,2.59亿,43.07亿,34.77
600712,南宁百货,6.12,-8.52,-0.57,0.00,6.47,0.80,8.52,2.20亿,5.39亿,32.97亿,443.88
300987,川网传媒,15.33,-8.53,-1.43,-0.13,4.52,1.21,8.65,1.24亿,1.73亿,26.58亿,192.10
300626,华瑞股份,9.54,-8.53,-0.89,0.11,5.04,1.68,10.45,8809.90万,1.78亿,16.98亿,77.53
300663,科蓝软件,19.29,-8.54,-1.80,0.00,6.98,1.43,8.54,6.02亿,4.31亿,83.16亿,亏损
300494,盛天网络,12.64,-8.54,-1.18,0.00,12.04,1.05,9.12,6.25亿,3.98亿,50.35亿,1901.32
600159,大龙地产,2.57,-8.54,-0.24,0.00,5.65,1.58,9.61,1.23亿,8.30亿,21.33亿,亏损
688450,光格科技,22.59,-8.54,-2.11,-0.04,3.28,1.41,8.62,2854.76万,3736.66万,8.44亿,亏损
300807,天迈科技,29.96,-8.55,-2.80,-0.03,7.30,1.72,10.10,1.11亿,4905.40万,14.70亿,亏损
300886,华业香料,19.57,-8.55,-1.83,0.00,5.03,1.66,9.30,4403.38万,4346.40万,8.51亿,61.42
838227,美登科技,56.24,-8.55,-5.26,0.00,15.43,0.99,7.24,1.55亿,1762.37万,9.91亿,52.61
600881,亚泰集团,2.03,-8.56,-0.19,-0.49,6.99,0.73,9.46,4.75亿,32.49亿,65.95亿,亏损
872953,国子软件,32.55,-8.57,-3.05,0.00,10.01,0.97,10.06,8840.79万,2594.42万,8.44亿,84.85
000710,贝瑞基因,9.28,-8.57,-0.87,0.00,7.26,1.25,8.87,2.21亿,3.18亿,29.53亿,236.92
002584,西陇科学,7.88,-8.59,-0.74,-0.13,11.04,1.10,9.28,3.88亿,4.32亿,34.08亿,53.88
300828,锐新科技,15.97,-8.59,-1.50,-0.13,8.51,0.72,10.47,1.76亿,1.25亿,19.92亿,52.73
003037,三和管桩,6.60,-8.59,-0.62,0.00,10.03,0.64,9.56,1.37亿,2.01亿,13.27亿,142.32
688670,金迪克,13.09,-8.59,-1.23,0.77,1.97,2.19,10.40,3279.64万,1.23亿,16.13亿,亏损
002248,华东数控,8.30,-8.59,-0.78,0.00,6.39,1.51,8.26,1.69亿,3.07亿,25.52亿,208.44
600476,湘邮科技,16.59,-8.60,-1.56,-0.12,6.83,0.94,8.60,1.88亿,1.61亿,26.72亿,亏损
688158,优刻得-W,14.87,-8.61,-1.40,-0.07,7.74,1.06,9.77,4.78亿,4.02亿,59.82亿,亏损
300788,中信出版,33.55,-8.61,-3.16,-0.15,6.23,1.05,9.15,4.09亿,1.90亿,63.80亿,36.77
301198,喜悦智行,12.52,-8.61,-1.18,-0.32,4.33,0.81,10.58,9117.05万,1.62亿,20.32亿,259.17
300205,ST天喻,4.88,-8.61,-0.46,0.21,2.22,1.22,8.80,4763.91万,4.26亿,20.79亿,亏损
002693,双成药业,19.07,-8.62,-1.80,0.05,8.28,1.14,5.85,6.61亿,4.11亿,78.45亿,亏损
600838,上海九百,9.00,-8.63,-0.85,0.00,7.14,0.59,7.31,2.66亿,4.01亿,36.08亿,97.96
688620,安凯微,11.01,-8.63,-1.04,0.00,12.89,0.76,8.22,3.37亿,2.29亿,25.17亿,亏损
688229,博睿数据,45.52,-8.63,-4.30,-0.68,4.18,1.24,17.10,9082.18万,4440.00万,20.21亿,亏损
300694,蠡湖股份,15.87,-8.64,-1.50,0.13,8.85,0.90,8.87,3.11亿,2.15亿,34.17亿,60.58
002639,雪人股份,7.51,-8.64,-0.71,0.00,14.52,0.64,10.34,7.34亿,6.51亿,48.86亿,129.59
003011,海象新材,15.86,-8.64,-1.50,0.06,4.86,1.48,9.91,6194.87万,7769.68万,12.32亿,748.58
300592,华凯易佰,14.58,-8.65,-1.38,-0.07,5.86,1.02,9.65,3.22亿,3.66亿,53.42亿,23.39
300175,朗源股份,5.80,-8.66,-0.55,-0.17,5.79,1.47,9.45,1.62亿,4.71亿,27.31亿,亏损
603990,麦迪科技,10.96,-8.67,-1.04,0.09,7.64,0.79,8.00,2.64亿,3.06亿,33.57亿,亏损
300350,华鹏飞,5.69,-8.67,-0.54,-0.18,7.06,1.40,9.31,1.96亿,4.72亿,26.83亿,106.53
002682,龙洲股份,4.53,-8.67,-0.43,-0.22,7.74,0.94,9.48,2.04亿,5.62亿,25.47亿,亏损
300665,飞鹿股份,6.53,-8.67,-0.62,0.15,7.12,1.43,9.65,7338.79万,1.52亿,9.93亿,亏损
603095,越剑智能,21.48,-8.67,-2.04,0.23,2.35,0.72,9.86,9655.65万,1.85亿,39.70亿,41.20
831855,浙江大农,17.26,-8.68,-1.64,0.00,11.03,0.48,9.73,5271.28万,2646.44万,4.57亿,38.57
300716,泉为科技,13.68,-8.68,-1.30,-0.58,4.91,1.05,10.61,1.11亿,1.60亿,21.89亿,亏损
002418,康盛股份,2.73,-8.70,-0.26,0.00,9.57,1.20,10.37,3.05亿,11.36亿,31.02亿,亏损
300464,星徽股份,6.19,-8.70,-0.59,0.00,11.17,1.07,9.88,2.37亿,3.30亿,20.43亿,亏损
300466,赛摩智能,7.97,-8.71,-0.76,0.13,4.93,1.43,9.16,1.70亿,4.20亿,33.47亿,亏损
600281,华阳新材,3.46,-8.71,-0.33,0.00,4.81,1.94,9.50,8669.18万,5.14亿,17.80亿,亏损
002374,中锐股份,3.04,-8.71,-0.29,0.00,3.88,1.24,8.71,1.31亿,10.85亿,32.99亿,亏损
603015,弘讯科技,10.48,-8.71,-1.00,-0.29,7.18,1.01,8.97,3.15亿,4.04亿,42.36亿,64.26
601011,宝泰隆,2.62,-8.71,-0.25,-0.38,5.25,0.95,9.76,2.71亿,19.16亿,50.19亿,亏损
688671,碧兴物联,17.27,-8.72,-1.65,-0.06,3.33,1.83,11.63,2632.23万,4394.56万,7.59亿,亏损
300213,佳讯飞鸿,8.16,-8.72,-0.78,0.00,7.96,0.86,9.28,3.69亿,5.51亿,44.97亿,98.87
002583,海能达,15.69,-8.73,-1.50,-0.13,18.88,0.68,10.01,39.74亿,12.83亿,201.23亿,85.09
300521,爱司凯,23.42,-8.73,-2.24,0.69,9.76,1.19,10.95,3.35亿,1.44亿,33.72亿,亏损
605086,龙高股份,33.43,-8.74,-3.20,-0.15,3.62,0.96,8.27,2.20亿,1.79亿,59.91亿,46.66
300448,浩云科技,7.52,-8.74,-0.72,-0.13,8.02,0.85,8.98,3.08亿,4.92亿,36.97亿,449.53
002571,德力股份,4.28,-8.74,-0.41,0.00,6.20,1.50,9.81,8160.87万,2.98亿,12.77亿,亏损
600768,宁波富邦,9.08,-8.74,-0.87,0.11,5.54,0.75,9.95,7002.53万,1.34亿,12.14亿,亏损
300607,拓斯达,28.07,-8.74,-2.69,-0.07,17.01,0.88,8.78,16.59亿,3.36亿,94.26亿,1108.42
002021,中捷资源,2.71,-8.75,-0.26,0.00,6.87,1.18,8.75,2.30亿,12.05亿,32.67亿,128.90
003004,声迅股份,27.10,-8.75,-2.60,0.00,5.33,1.26,10.00,1.04亿,6958.07万,18.86亿,亏损
600651,飞乐音响,4.48,-8.76,-0.43,0.22,1.75,1.36,8.96,2.02亿,25.07亿,112.31亿,332.68
300152,新动力,5.52,-8.76,-0.53,0.18,7.34,1.36,8.27,2.98亿,7.13亿,39.33亿,亏损
300670,大烨智能,6.04,-8.76,-0.58,-0.17,6.35,1.82,9.52,8841.64万,2.25亿,13.57亿,1216.73
300467,迅游科技,16.53,-8.78,-1.59,0.00,7.68,1.17,8.72,2.20亿,1.69亿,27.86亿,114.19
832145,恒合股份,10.50,-8.78,-1.01,0.00,2.92,0.67,9.73,1452.14万,4482.73万,4.71亿,亏损
600493,凤竹纺织,5.30,-8.78,-0.51,0.19,4.44,1.40,9.64,6572.96万,2.72亿,14.42亿,17.28
605255,天普股份,12.56,-8.79,-1.21,0.00,2.10,1.38,9.95,3648.09万,1.34亿,16.84亿,68.70
003003,天元股份,9.33,-8.80,-0.90,0.22,5.74,1.40,11.44,6413.84万,1.16亿,10.83亿,24.52
000863,三湘印象,4.25,-8.80,-0.41,-0.47,8.54,0.62,6.87,4.34亿,11.64亿,49.45亿,57.66
688701,卓锦股份,5.70,-8.80,-0.55,0.35,1.82,1.33,9.60,1432.01万,1.34亿,7.65亿,亏损
300912,凯龙高科,12.33,-8.80,-1.19,0.16,6.58,1.61,11.83,7206.98万,8581.35万,10.58亿,亏损
600696,岩石股份,13.15,-8.81,-1.27,0.00,5.02,0.68,8.81,2.27亿,3.34亿,43.98亿,亏损
300785,值得买,40.58,-8.81,-3.92,-0.15,19.61,0.85,13.24,9.94亿,1.22亿,49.61亿,1590.76
603177,德创环保,7.66,-8.81,-0.74,0.13,3.37,1.69,10.48,5416.18万,2.04亿,15.64亿,48.90
300658,延江股份,5.38,-8.81,-0.52,-0.19,4.37,1.28,9.32,5473.41万,2.25亿,12.13亿,40.42
002905,金逸影视,7.86,-8.82,-0.76,-0.13,3.14,0.62,10.56,8922.65万,3.49亿,27.47亿,亏损
300614,百川畅银,10.34,-8.82,-1.00,0.00,3.97,0.88,10.05,6756.98万,1.60亿,16.59亿,亏损
002072,凯瑞德,4.55,-8.82,-0.44,0.00,5.20,1.35,9.62,6258.66万,2.56亿,11.67亿,亏损
300583,赛托生物,20.64,-8.83,-2.00,0.19,3.22,1.60,10.12,1.27亿,1.86亿,38.42亿,199.56
002403,爱仕达,15.89,-8.84,-1.54,0.00,14.81,0.66,9.93,7.15亿,2.97亿,47.22亿,2444.69
300235,方直科技,11.66,-8.84,-1.13,0.09,7.22,1.03,8.60,1.77亿,2.03亿,23.69亿,117.53
301558,三态股份,9.49,-8.84,-0.92,-0.11,12.51,0.88,9.13,2.69亿,2.20亿,20.86亿,130.56
300098,高新兴,6.29,-8.84,-0.61,0.00,7.70,1.00,9.13,7.72亿,15.42亿,96.98亿,亏损
000663,永安林业,6.08,-8.85,-0.59,0.33,10.05,1.13,9.29,1.94亿,3.06亿,18.62亿,亏损
300198,纳川股份,2.37,-8.85,-0.23,-0.42,5.86,1.46,9.62,1.46亿,10.24亿,24.28亿,亏损
600807,济高发展,3.81,-8.85,-0.37,0.00,4.87,1.80,9.81,1.50亿,7.87亿,29.99亿,亏损
833075,柏星龙,30.12,-8.87,-2.93,0.00,15.39,0.54,8.84,1.19亿,2462.38万,7.42亿,37.74
605081,太和水,11.10,-8.87,-1.08,-0.63,6.61,1.65,9.77,8557.47万,1.13亿,12.57亿,亏损
002330,得利斯,4.52,-8.87,-0.44,-0.44,4.69,1.52,10.28,1.39亿,6.35亿,28.71亿,324.87
300237,美晨科技,2.36,-8.88,-0.23,-0.42,5.75,1.38,8.88,2.01亿,14.39亿,33.96亿,亏损
300898,熊猫乳品,27.08,-8.88,-2.64,0.00,11.04,0.76,7.77,3.54亿,1.15亿,31.07亿,32.25
301038,深水规院,20.69,-8.89,-2.02,-0.10,2.90,1.06,8.85,1.07亿,1.72亿,35.50亿,亏损
001283,豪鹏科技,57.12,-8.90,-5.58,0.00,5.91,1.31,10.05,2.03亿,5785.83万,33.05亿,45.38
300571,平治信息,27.90,-8.91,-2.73,0.07,9.09,0.68,9.66,3.06亿,1.16亿,32.26亿,489.93
831641,格利尔,14.71,-8.92,-1.44,0.00,3.95,0.76,10.53,2731.82万,4433.53万,6.52亿,715.67
300840,酷特智能,20.83,-8.92,-2.04,-0.34,16.21,0.80,9.58,6.01亿,1.71亿,35.66亿,24.05
002163,海南发展,10.10,-8.93,-0.99,0.00,5.84,0.80,8.57,4.88亿,8.04亿,81.16亿,亏损
002605,姚记科技,28.50,-8.95,-2.80,0.14,7.91,1.83,9.87,7.67亿,3.33亿,94.79亿,20.86
002231,奥维通信,6.31,-8.95,-0.62,0.00,11.03,0.88,9.81,2.12亿,2.95亿,18.60亿,亏损
833580,科创新材,11.19,-8.95,-1.10,0.00,4.29,0.85,10.17,2778.66万,5590.36万,6.26亿,92.55
301390,经纬股份,35.89,-8.96,-3.53,0.00,18.13,1.13,7.46,1.95亿,2905.07万,10.43亿,60.86
002596,海南瑞泽,3.35,-8.97,-0.33,0.00,8.22,0.71,8.97,2.90亿,10.23亿,34.26亿,亏损
002298,中电兴发,5.58,-8.97,-0.55,0.00,8.47,1.18,10.77,3.19亿,6.54亿,36.47亿,亏损
300279,和晶科技,6.37,-9.00,-0.63,0.00,6.93,1.32,9.57,2.09亿,4.58亿,29.18亿,44.19
002227,奥 特 迅,11.30,-9.02,-1.12,-0.18,7.60,0.70,9.34,2.20亿,2.48亿,27.98亿,亏损
300335,迪森股份,4.94,-9.02,-0.49,0.00,6.33,1.24,9.02,1.24亿,3.85亿,19.01亿,27.32
002495,佳隆股份,2.52,-9.03,-0.25,0.00,7.93,0.80,8.66,1.46亿,7.14亿,17.99亿,111.23
002642,荣联科技,7.66,-9.03,-0.76,-0.26,7.01,1.27,9.86,3.69亿,6.60亿,50.59亿,362.77
603917,合力科技,12.29,-9.03,-1.22,0.00,6.52,1.06,9.62,1.69亿,2.04亿,25.05亿,571.40
300854,中兰环保,12.86,-9.05,-1.28,-0.39,7.92,1.86,9.48,5902.55万,5616.78万,7.22亿,71.93
002256,兆新股份,2.71,-9.06,-0.27,-0.73,10.37,0.89,9.40,4.20亿,14.40亿,39.04亿,亏损
000802,北京文化,6.72,-9.07,-0.67,0.00,4.56,0.90,8.66,2.26亿,7.15亿,48.08亿,亏损
002177,御银股份,5.10,-9.09,-0.51,0.00,12.34,0.90,9.09,4.34亿,6.69亿,34.13亿,231.81
002292,奥飞娱乐,8.90,-9.09,-0.89,0.00,17.83,0.91,9.91,16.54亿,10.18亿,90.59亿,138.54
002963,豪尔赛,11.50,-9.09,-1.15,-0.26,4.18,1.11,10.44,6114.02万,1.23亿,14.14亿,208.95
300511,雪榕生物,3.70,-9.09,-0.37,-0.27,6.92,1.25,9.34,1.10亿,4.18亿,15.47亿,亏损
002323,雅博股份,1.90,-9.09,-0.19,-0.52,7.17,0.99,9.57,2.95亿,21.20亿,40.29亿,亏损
002921,联诚精密,11.18,-9.11,-1.12,0.00,5.23,1.44,10.16,6678.30万,1.10亿,12.35亿,亏损
002105,信隆健康,5.09,-9.11,-0.51,-0.39,4.97,0.57,10.00,9568.06万,3.64亿,18.55亿,1677.39
002172,澳洋健康,3.39,-9.12,-0.34,0.00,5.83,0.76,9.38,1.55亿,7.65亿,25.94亿,50.34
000020,深华发Ａ,13.06,-9.12,-1.31,0.00,2.79,2.03,9.39,6796.35万,1.81亿,23.66亿,194.73
300030,阳普医疗,5.98,-9.12,-0.60,-0.33,5.15,1.08,10.03,8635.66万,2.72亿,16.28亿,亏损
300468,四方精创,17.64,-9.12,-1.77,0.00,9.89,0.72,8.76,9.55亿,5.29亿,93.29亿,133.67
002691,冀凯股份,5.38,-9.12,-0.54,-0.37,4.14,1.87,10.47,7750.95万,3.36亿,18.08亿,亏损
603466,风语筑,9.76,-9.12,-0.98,0.00,9.14,0.71,8.47,5.48亿,5.95亿,58.05亿,亏损
002725,跃岭股份,11.25,-9.13,-1.13,0.00,6.97,1.56,9.61,1.73亿,2.12亿,23.84亿,亏损
300020,*ST银江,3.58,-9.14,-0.36,0.28,7.82,0.88,13.96,2.22亿,7.67亿,27.45亿,亏损
300961,深水海纳,10.93,-9.14,-1.10,0.00,10.56,0.81,9.73,1.81亿,1.51亿,16.51亿,亏损
301088,戎美股份,13.99,-9.16,-1.41,-0.36,10.63,1.02,9.48,8855.43万,5775.00万,8.08亿,36.28
002162,悦心健康,3.66,-9.18,-0.37,0.00,5.21,0.59,10.17,1.80亿,9.19亿,33.65亿,亏损
300651,金陵体育,13.65,-9.18,-1.38,0.29,14.65,0.66,8.65,1.55亿,7497.23万,10.23亿,60.51
300935,盈建科,23.14,-9.18,-2.34,0.22,6.58,1.10,9.03,9520.50万,6027.37万,13.95亿,亏损
000702,正虹科技,6.92,-9.19,-0.70,0.00,5.60,1.17,8.14,1.06亿,2.67亿,18.45亿,亏损
688073,毕得医药,45.67,-9.19,-4.62,0.00,4.74,1.75,8.93,9659.64万,4323.42万,19.75亿,37.12
300155,安居宝,5.14,-9.19,-0.52,0.00,6.79,1.11,9.54,1.19亿,3.30亿,16.98亿,亏损
300599,雄塑科技,6.71,-9.20,-0.68,-0.30,2.96,1.64,9.74,4361.47万,2.12亿,14.24亿,亏损
300289,利德曼,5.13,-9.20,-0.52,-0.20,2.38,1.56,9.38,6815.92万,5.43亿,27.86亿,1953.31
300370,安控科技,3.55,-9.21,-0.36,0.00,6.42,1.15,9.72,3.13亿,13.25亿,47.03亿,亏损
000592,平潭发展,2.66,-9.21,-0.27,-0.38,10.07,0.91,10.58,5.30亿,19.15亿,50.94亿,170.78
301159,三维天地,33.66,-9.22,-3.42,-0.15,8.36,1.19,9.17,9164.96万,3121.48万,10.51亿,亏损
300591,万里马,4.33,-9.22,-0.44,-0.23,6.24,0.99,9.64,9794.16万,3.51亿,15.18亿,亏损
600698,湖南天雁,5.01,-9.24,-0.51,-0.20,4.31,0.67,8.52,1.85亿,8.30亿,41.60亿,3264.38
002086,东方海洋,3.24,-9.24,-0.33,0.00,7.84,0.81,10.92,2.32亿,8.91亿,28.87亿,亏损
300860,锋尚文化,30.67,-9.26,-3.13,0.07,9.86,0.62,7.66,3.47亿,1.12亿,34.32亿,199.29
000980,众泰汽车,2.74,-9.27,-0.28,0.00,7.63,0.75,8.61,10.54亿,48.92亿,134.03亿,亏损
688365,光云科技,12.61,-9.28,-1.29,0.32,14.50,1.82,11.37,7.89亿,4.26亿,53.70亿,亏损
301118,恒光股份,20.23,-9.28,-2.07,0.05,5.98,0.93,10.31,1.33亿,1.04亿,21.09亿,亏损
300269,联建光电,4.68,-9.30,-0.48,-0.21,8.85,0.98,11.82,2.24亿,5.26亿,24.60亿,亏损
002269,美邦服饰,2.14,-9.32,-0.22,-0.47,9.49,0.72,9.75,5.24亿,25.12亿,53.77亿,77.82
002201,正威新材,5.54,-9.33,-0.57,0.00,3.26,0.80,9.66,1.21亿,6.50亿,36.02亿,100.38
300500,启迪设计,11.46,-9.34,-1.18,-0.09,4.28,1.50,9.81,8486.97万,1.68亿,19.21亿,亏损
002474,榕基软件,6.60,-9.34,-0.68,-0.30,9.95,0.82,10.30,3.61亿,5.31亿,35.03亿,亏损
301169,零点有数,42.95,-9.35,-4.43,-0.02,4.85,1.25,8.57,1.56亿,7185.04万,30.86亿,亏损
000721,西安饮食,9.77,-9.37,-1.01,0.00,13.69,0.70,9.65,6.07亿,4.38亿,42.74亿,亏损
301287,康力源,28.92,-9.37,-2.99,0.00,15.13,0.75,9.56,7739.89万,1703.13万,4.93亿,33.77
300032,金龙机电,4.93,-9.38,-0.51,-0.20,5.21,1.53,9.56,2.13亿,8.03亿,39.60亿,亏损
600616,金枫酒业,5.80,-9.38,-0.60,0.00,5.21,0.74,10.31,2.09亿,6.69亿,38.80亿,亏损
600735,新华锦,4.64,-9.38,-0.48,0.00,4.49,1.04,9.96,9113.83万,4.25亿,19.74亿,35.46
603356,华菱精工,13.53,-9.38,-1.40,0.07,11.61,0.62,9.71,2.17亿,1.33亿,18.04亿,亏损
600130,波导股份,5.12,-9.38,-0.53,0.00,6.68,1.34,9.03,2.65亿,7.50亿,38.40亿,700.89
301189,奥尼电子,24.33,-9.39,-2.52,-0.04,7.41,1.04,9.83,7650.59万,4088.79万,9.95亿,亏损
300667,必创科技,17.76,-9.39,-1.84,0.00,7.87,0.78,10.46,2.51亿,1.73亿,30.66亿,亏损
600257,大湖股份,4.92,-9.39,-0.51,0.00,8.96,1.41,9.39,2.18亿,4.81亿,23.68亿,亏损
300300,ST峡创,2.89,-9.40,-0.30,0.00,3.99,1.23,9.72,7968.33万,6.67亿,19.27亿,亏损
001336,楚环科技,18.11,-9.40,-1.88,0.11,9.71,1.54,10.55,5164.78万,2855.73万,5.17亿,50.53
301052,果麦文化,26.77,-9.41,-2.78,-0.22,10.88,0.93,9.85,2.41亿,8019.59万,21.47亿,93.56
002652,扬子新材,3.07,-9.44,-0.32,0.00,6.56,1.32,10.03,1.06亿,5.12亿,15.70亿,97.41
002857,三晖电气,12.56,-9.45,-1.31,-0.32,4.09,1.45,10.38,6840.61万,1.28亿,16.08亿,亏损
688003,天准科技,47.94,-9.45,-5.00,-0.10,3.91,1.01,8.50,3.71亿,1.94亿,92.81亿,亏损
002526,山东矿机,3.83,-9.46,-0.40,0.26,12.03,1.03,12.06,8.49亿,17.58亿,67.31亿,46.74
300412,迦南科技,4.88,-9.46,-0.51,-0.20,6.67,1.25,8.90,1.59亿,4.73亿,23.08亿,120.88
000518,四环生物,3.06,-9.47,-0.32,0.00,6.39,1.58,10.06,2.08亿,10.30亿,31.50亿,亏损
002501,利源股份,1.91,-9.48,-0.20,0.00,8.03,1.12,9.01,5.59亿,35.41亿,67.64亿,亏损
300980,祥源新材,22.99,-9.49,-2.41,0.00,9.14,0.99,10.20,2.04亿,9390.10万,21.59亿,110.47
300246,宝莱特,6.96,-9.49,-0.73,-0.14,6.14,1.66,10.27,9301.19万,2.11亿,14.71亿,亏损
001217,华尔泰,11.63,-9.49,-1.22,0.00,6.67,0.85,10.82,2.49亿,3.10亿,36.06亿,36.06
603123,翠微股份,8.48,-9.50,-0.89,0.00,5.21,0.91,9.50,2.98亿,6.52亿,55.31亿,亏损
300711,广哈通信,25.34,-9.50,-2.66,-0.08,6.90,0.74,8.96,4.52亿,2.48亿,62.95亿,225.96
871478,巨能股份,26.57,-9.50,-2.79,0.00,15.60,0.81,9.54,9924.67万,2300.00万,6.11亿,亏损
002383,合众思壮,8.75,-9.51,-0.92,0.00,8.38,0.82,10.13,4.69亿,6.16亿,53.93亿,亏损
300465,高伟达,19.78,-9.52,-2.08,-0.20,22.14,0.73,9.29,20.05亿,4.44亿,87.77亿,273.82
603900,莱绅通灵,6.08,-9.52,-0.64,0.00,5.72,0.96,10.86,1.22亿,3.40亿,20.70亿,亏损
002836,新宏泽,7.78,-9.54,-0.82,0.00,7.47,1.12,8.95,1.38亿,2.30亿,17.93亿,29.37
603616,韩建河山,3.79,-9.55,-0.40,0.00,6.36,1.50,11.22,9482.72万,3.81亿,14.45亿,亏损
002696,百洋股份,4.92,-9.56,-0.52,0.20,4.33,2.17,9.93,7560.58万,3.44亿,16.93亿,亏损
001366,播恩集团,10.69,-9.56,-1.13,-0.09,11.66,1.81,9.56,7124.12万,5568.00万,5.95亿,亏损
688416,恒烁股份,37.71,-9.57,-3.99,0.08,11.06,0.92,10.36,2.06亿,4780.17万,18.03亿,亏损
300901,中胤时尚,12.85,-9.57,-1.36,-0.47,5.18,0.80,12.95,1.66亿,2.40亿,30.84亿,亏损
002689,远大智能,3.86,-9.60,-0.41,0.00,6.52,0.97,9.84,2.70亿,10.43亿,40.26亿,亏损
605199,葫芦娃,16.18,-9.61,-1.72,0.06,5.64,0.80,9.72,3.80亿,4.00亿,64.74亿,57.88
600797,浙大网新,7.24,-9.61,-0.77,-0.14,8.78,0.79,9.61,6.78亿,10.28亿,74.39亿,亏损
300270,中威电子,8.18,-9.61,-0.87,0.00,10.12,1.01,9.39,2.20亿,2.56亿,20.98亿,亏损
300125,ST聆达,6.77,-9.61,-0.72,0.00,6.94,1.52,9.75,1.28亿,2.65亿,17.97亿,亏损
002175,东方智造,5.07,-9.63,-0.54,0.00,22.25,0.86,12.83,15.10亿,12.77亿,64.73亿,143.19
688566,吉贝尔,22.57,-9.65,-2.41,0.09,2.22,3.96,10.29,1.03亿,1.99亿,45.01亿,19.34
